actor_pseudo_id,event_hour,day_of_week,month,quarter,is_weekend,is_business_hours,is_night_login,ip_country,continent,ip_version,login_type,login_challenge_method,new_ip,distinct_ips_7d,distinct_ips_30d,is_new_country,is_new_region,is_new_city,distinct_countries_cumulative,distinct_regions_cumulative,distinct_cities_cumulative,country_changed,continent_changed,countries_seen_30d,regions_seen_30d,cities_seen_30d,logins_24h,logins_7d,logins_30d,avg_logins_per_day,hours_since_last_login,days_since_first_login,abnormal_login_hour,abnormal_weekday,impossible_travel,travel_distance_km,travel_speed_kmh,multiple_country_logins_24h,distinct_users_per_network_24h,geo_jump,risk_score,risk_level,label
U000058,5.0,2.0,4.0,2.0,0,0,1,Angola,Africa,6.0,exchange,none,1,6.0,25.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,26,0.87,37.48,99.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000068,11.0,0.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,13,38,82,5.47,1.11,14.0,0,0,0,0.0,0.0,0,51.0,0,52.53,medium,0
U000085,1.0,5.0,5.0,2.0,1,0,1,Angola,Africa,4.0,exchange,none,1,3.0,13.0,0,0,0,2,2,4,0,0,1.0,1.0,2.0,1,3,17,0.57,30.73,129.0,1,1,0,0.0,0.0,0,1.0,0,-9.97,low,0
U000241,23.0,4.0,8.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,0,6.0,19.0,0,0,0,4,4,5,0,0,1.0,1.0,1.0,3,16,32,1.07,0.0,230.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U005144,9.0,0.0,3.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U005886,10.0,6.0,4.0,2.0,1,1,0,Angola,Africa,6.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U007244,19.0,2.0,4.0,2.0,0,0,0,Angola,Africa,4.0,google_password,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U009510,2.0,6.0,2.0,1.0,1,0,1,Angola,Africa,6.0,federated_login,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,1
U002246,18.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000046,14.0,1.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,3.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,27,186,6.2,2.01,38.0,0,0,0,0.0,0.0,0,64.0,0,65.92,high,0
U002621,10.0,1.0,2.0,1.0,0,1,0,Angola,Africa,4.0,session_refresh,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000055,11.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,11,34,1.13,3.81,37.0,0,0,0,0.0,0.0,0,55.0,0,56.65,medium,0
U008020,10.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U028928,12.0,1.0,6.0,2.0,0,1,0,Brazil,Americas,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000691,22.0,6.0,4.0,2.0,1,0,1,Angola,Africa,6.0,reauth,password,0,10.0,21.0,0,0,0,2,2,2,1,1,2.0,2.0,2.0,6,15,31,1.03,0.36,38.0,0,1,1,15680.57,43557.14,1,1.0,2,51.03,medium,0
U014756,12.0,6.0,4.0,2.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000010,20.0,0.0,3.0,1.0,0,0,0,Angola,Africa,6.0,google_password,password,1,7.0,22.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,13,41,1.37,11.68,86.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000146,11.0,2.0,6.0,2.0,0,1,0,Angola,Africa,4.0,google_password,password,0,2.0,5.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,3,14,0.47,137.46,184.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U017219,12.0,3.0,4.0,2.0,0,1,0,Brazil,Americas,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000407,13.0,2.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,none,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,29,73,2.43,2.83,61.0,0,0,0,0.0,0.0,0,50.0,0,51.5,medium,0
U024013,7.0,1.0,3.0,1.0,0,0,0,Brazil,Americas,4.0,exchange,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U031462,1.0,4.0,1.0,1.0,0,0,1,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000067,7.0,3.0,5.0,2.0,0,0,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,24,44,1.47,20.07,157.0,0,0,0,0.0,0.0,0,59.0,0,60.77,high,0
U006516,8.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,federated_login,two_step_verification,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000449,13.0,1.0,4.0,2.0,0,1,0,Angola,Africa,4.0,google_password,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,11,0.37,335.26,91.0,0,0,0,0.0,0.0,0,71.0,0,73.13,high,0
U000107,18.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,21.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,5,21,0.7,25.07,32.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000191,8.0,0.0,5.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,6,0.2,66.95,147.0,0,0,0,0.0,0.0,0,17.0,0,17.51,low,1
U000104,18.0,1.0,4.0,2.0,0,1,0,Angola,Africa,6.0,exchange,none,1,8.0,16.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,13,24,0.8,24.86,108.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000252,16.0,4.0,12.0,4.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000068,11.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,34,95,434,14.47,0.0,67.0,0,0,0,0.0,0.0,0,29.0,0,29.87,low,0
U000614,18.0,3.0,4.0,2.0,0,1,0,Angola,Africa,6.0,reauth,none,0,3.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,5,5,2.5,0.1,1.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U031914,10.0,6.0,4.0,2.0,1,1,0,Brazil,Americas,4.0,reauth,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000232,12.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,3.0,0,0,0,2,2,2,1,1,2.0,2.0,2.0,1,1,3,0.27,255.68,10.0,0,0,0,13164.42,51.49,1,1.0,2,10.03,low,0
U033171,11.0,2.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,exchange,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000528,11.0,1.0,8.0,3.0,0,1,0,Angola,Africa,4.0,google_password,device_prompt,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,2,0.07,0.08,216.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U000148,12.0,5.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,5.0,18.0,0,0,0,8,8,12,0,0,1.0,1.0,1.0,1,5,18,0.6,25.66,207.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
U007930,18.0,0.0,2.0,1.0,0,1,0,Angola,Africa,4.0,session_refresh,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000127,6.0,1.0,5.0,2.0,0,0,1,Angola,Africa,6.0,reauth,none,1,3.0,9.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,9,20,0.67,16.63,132.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U004952,4.0,0.0,1.0,1.0,0,0,1,Angola,Africa,4.0,reauth,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000316,13.0,2.0,1.0,1.0,0,1,0,Angola,Africa,6.0,google_password,password,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,2,0.12,380.88,15.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
U000130,12.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,6,12,29,1.61,2.81,17.0,0,0,0,0.0,0.0,0,58.0,0,59.74,high,0
U019845,20.0,6.0,1.0,1.0,1,0,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000272,23.0,1.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,3.0,9.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,9,0.3,31.74,52.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
U000068,12.0,1.0,5.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,24,34,151,5.03,0.0,141.0,0,0,0,0.0,0.0,0,56.0,0,57.68,medium,0
U000019,11.0,1.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,10.0,29.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,10,30,1.0,17.39,51.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000373,23.0,1.0,1.0,1.0,0,0,1,Brazil,America,6.0,exchange,none,1,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,4,0.44,76.77,8.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
U020830,5.0,1.0,4.0,2.0,0,0,1,Brazil,Americas,6.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U016505,17.0,4.0,1.0,1.0,0,1,0,Chile,Americas,4.0,reauth,password|idv_preregistered_phone,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U030947,16.0,3.0,6.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000691,21.0,2.0,4.0,2.0,0,0,0,Angola,Africa,6.0,reauth,none,0,4.0,8.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,7,11,0.52,0.01,20.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U032429,20.0,1.0,6.0,2.0,0,0,0,Brazil,Americas,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000012,4.0,4.0,4.0,2.0,0,0,1,Angola,Africa,4.0,exchange,none,1,2.0,11.0,0,0,0,1,1,4,0,0,1.0,1.0,1.0,1,2,11,0.37,47.6,117.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000069,10.0,1.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,14,28,1.22,0.43,22.0,0,0,0,0.0,0.0,0,65.0,0,66.95,high,0
U034242,2.0,0.0,2.0,1.0,0,0,1,Brazil,Americas,6.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U002106,15.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U011070,16.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,google_password,two_step_verification,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000176,16.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,3,0.1,715.61,29.0,1,0,0,0.0,0.0,0,60.0,0,50.8,medium,0
U027093,14.0,0.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000025,15.0,1.0,6.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,19.0,0,0,0,1,1,5,0,0,1.0,1.0,2.0,1,4,19,0.63,63.25,185.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000636,12.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,6,21,55,1.83,3.21,29.0,0,0,0,0.0,0.0,0,67.0,0,69.01,high,0
U000755,14.0,2.0,7.0,3.0,0,1,0,Angola,Africa,6.0,google_password,password,1,2.0,7.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,10,0.33,149.83,91.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000115,6.0,3.0,4.0,2.0,0,0,1,Angola,Africa,4.0,exchange,none,1,6.0,18.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,18,38,1.27,19.84,115.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000070,7.0,1.0,5.0,2.0,0,0,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,9,11,59,1.97,0.32,141.0,0,0,0,0.0,0.0,0,49.0,0,50.47,medium,0
U000069,7.0,4.0,4.0,2.0,0,0,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,7,25,0.83,45.73,116.0,0,0,0,0.0,0.0,0,58.0,0,59.74,high,0
U000068,9.0,0.0,1.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password|passkey,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,9,138,209,9.5,0.17,21.0,0,0,0,0.0,0.0,0,33.0,0,33.99,low,0
U019912,13.0,1.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U032121,13.0,2.0,1.0,1.0,0,1,0,Brazil,Americas,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U033676,11.0,6.0,1.0,1.0,1,1,0,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
